state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn
21,1994,6.9000001,3,1,33382.267206,29275.546559,30,11,1,4.1067206478
21,1994,6.9000001,1,1,4548.582996,0,20,9,0,4.548582996
21,1994,6.9000001,2,0,6757.8947368,6757.8947368,35,9,1,0
21,1994,6.9000001,2,1,5800.5263158,0,30,11,0,5.8005263158
21,1994,6.9000001,0,1,4574.5748988,0,45,7,0,4.5745748988
21,1994,6.9000001,0,1,42370.050607,23825.910931,44,0,0,18.544139676
21,1994,6.9000001,1,1,44944.331984,35912.145749,27,11,1,9.032186234799999
21,1994,6.9000001,2,0,0,0,23,9,0,0
21,1994,6.9000001,2,1,37389.352227,0,51,7,0,37.389352227
21,1994,6.9000001,2,1,7902.6214575,0,45,11,0,7.9026214575
21,1994,6.9000001,1,1,9088.5020243,7580.9716599,34,7,1,1.5075303644
21,1994,6.9000001,6,1,7797.5708502,0,31,11,0,7.7975708502
21,1994,6.9000001,1,1,31450.202429,29804.048583,48,7,1,1.6461538462
21,1994,6.9000001,1,0,13323.016194,7039.4736842,23,3,1,6.2835425101
21,1994,6.9000001,0,1,16851.417004,16851.417004,53,7,1,0
21,1994,6.9000001,0,1,10331.781377,0,42,11,0,10.331781377
21,1994,6.9000001,3,1,8915.222672100001,0,28,7,0,8.915222672100001
21,1994,6.9000001,0,1,13020.860324,12995.951417,22,7,1,.024908906883
21,1994,6.9000001,3,1,12473.947368,0,39,3,0,12.473947368
21,1994,6.9000001,0,1,17339.848178,11263.157895,48,7,0,6.076690283400001
21,1994,6.9000001,0,1,5848.1781377,5848.1781377,47,10,1,0
21,1994,6.9000001,1,1,15177.105263,15177.105263,46,11,1,0
21,1994,6.9000001,0,1,18660.020243,11368.208502,22,7,1,7.2918117409
21,1994,6.9000001,1,1,12476.11336,0,46,10,0,12.47611336
21,1994,6.9000001,2,1,7485.6680162,0,28,9,0,7.4856680162
21,1994,6.9000001,3,1,8109.4736842,0,29,10,0,8.109473684200001
21,1994,6.9000001,1,1,9674.402834,708.27935223,41,11,0,8.966123481799999
21,1994,6.9000001,2,1,62819.180162,41159.261134,37,11,1,21.659919028
21,1994,6.9000001,1,1,23825.910931,23825.910931,49,7,1,0
21,1994,6.9000001,1,0,27621.811741,27616.396761,23,9,1,.0054149797571
21,1994,6.9000001,1,1,4786.8421053,0,26,11,0,4.7868421053
21,1994,6.9000001,0,0,5081.417004,0,20,10,0,5.081417004
21,1994,6.9000001,3,1,5265.5263158,0,44,7,0,5.2655263158
21,1994,6.9000001,3,1,6814.2105263,0,35,7,0,6.8142105263
21,1994,6.9000001,0,1,13574.271255,0,47,7,0,13.574271255
21,1994,6.9000001,1,1,7288.562753,1169.6356275,37,10,1,6.1189271255
21,1994,6.9000001,1,1,0,0,48,9,0,0
21,1994,6.9000001,0,1,16985.708502,9162.145748999999,49,7,1,7.823562753
21,1994,6.9000001,0,1,0,0,22,11,0,0
21,1994,6.9000001,1,0,6129.757085,2707.4898785,21,7,1,3.4222672065
21,1994,6.9000001,0,0,28908.410931,0,41,3,0,28.908410931
21,1994,6.9000001,0,1,50947.378543,50900.809717,53,10,1,.046568825911
21,1994,6.9000001,1,1,13429.149798,0,53,7,0,13.429149798
21,1994,6.9000001,2,0,21658.836032,0,30,11,0,21.658836032
21,1994,6.9000001,3,1,6546.7105263,0,33,7,0,6.5467105263
21,1994,6.9000001,2,1,6290.0404858,0,26,7,0,6.290040485800001
21,1994,6.9000001,1,1,32316.59919,25212.145749,46,7,1,7.1044534413
21,1994,6.9000001,1,0,9530.3643725,9530.3643725,40,7,1,0
21,1994,6.9000001,1,1,16691.133603,9205.465587000001,54,7,0,7.4856680162
21,1994,6.9000001,3,1,13329.51417,7039.4736842,40,7,0,6.290040485800001
21,1994,6.9000001,0,1,7797.5708502,7797.5708502,40,7,1,0
21,1994,6.9000001,2,1,5848.1781377,0,29,11,0,5.8481781377
21,1994,6.9000001,1,1,5068.4210526,0,30,7,0,5.0684210526
21,1994,6.9000001,0,0,41099.696356,38987.854251,36,7,1,2.1118421053
21,1994,6.9000001,1,1,2731.3157895,0,27,7,0,2.7313157895
21,1994,6.9000001,2,0,9062.5101215,1191.2955466,35,11,1,7.8712145749
21,1994,6.9000001,2,1,6588.9473684,0,24,9,0,6.5889473684
21,1994,6.9000001,0,1,0,0,37,11,0,0
21,1994,6.9000001,0,0,92209.52429099999,87116.194332,51,7,1,5.0933299595
21,1994,6.9000001,0,1,19797.165992,14078.947368,47,9,1,5.7182186235
21,1994,6.9000001,1,0,0,0,24,11,0,0
21,1994,6.9000001,3,1,5198.3805668,0,34,7,0,5.1983805668
21,1994,6.9000001,0,1,42610.475709,28482.793522,33,9,1,14.127682186
21,1994,6.9000001,0,0,0,0,45,10,0,0
21,1994,6.9000001,1,1,6588.9473684,0,45,7,0,6.5889473684
21,1994,6.9000001,1,0,29240.890688,27074.898785,25,9,1,2.1659919028
21,1994,6.9000001,1,1,6588.9473684,0,49,9,0,6.5889473684
21,1994,6.9000001,0,1,0,0,20,7,0,0
21,1994,6.9000001,3,1,38182.105263,20143.724696,24,11,0,18.038380567
21,1994,6.9000001,0,1,14078.947368,14078.947368,52,11,1,0
21,1994,6.9000001,1,1,6082.1052632,0,22,10,0,6.0821052632
21,1994,6.9000001,0,1,7039.4736842,7039.4736842,36,11,1,0
21,1994,6.9000001,0,1,8663.9676113,8663.9676113,20,7,0,0
21,1994,6.9000001,1,1,43189.878543,30323.88664,50,9,0,12.865991903
21,1994,6.9000001,4,1,7641.6194332,0,28,11,0,7.6416194332
21,1994,6.9000001,1,1,4184.6963563,0,30,10,0,4.1846963563
21,1994,6.9000001,3,1,3322.6315789,0,29,7,0,3.3226315789
21,1994,6.9000001,0,1,8230.769230800001,8230.769230800001,41,11,1,0
21,1994,6.9000001,2,1,6095.1012146,0,31,10,0,6.095101214600001
21,1994,6.9000001,4,1,3885.7894737,0,28,10,0,3.8857894737
21,1994,6.9000001,2,1,11263.157895,0,39,10,0,11.263157895
21,1994,6.9000001,0,1,32829.939271,32489.878543,54,10,1,.34006072874
21,1994,6.9000001,2,1,12519.433198,0,32,10,0,12.519433198
21,1994,6.9000001,3,1,8005.5060729,0,31,11,0,8.005506072899999
21,1994,6.9000001,0,1,7039.4736842,7039.4736842,20,11,1,0
21,1994,6.9000001,2,1,7630.7894737,0,42,9,0,7.630789473699999
21,1994,6.9000001,1,1,7604.7975709,270.74898785,43,9,1,7.334048583
21,1994,6.9000001,4,1,1624.4939271,1624.4939271,43,7,1,0
21,1994,6.9000001,1,1,2885.1012146,0,34,7,0,2.8851012146
21,1994,6.9000001,4,1,9376.578947399999,0,38,11,0,9.376578947399999
21,1994,6.9000001,3,1,4964.4534413,0,40,7,0,4.9644534413
21,1994,6.9000001,0,1,7069.7975709,0,53,7,0,7.0697975709
21,1994,6.9000001,3,1,8369.3927126,0,24,9,0,8.3693927126
21,1994,6.9000001,3,1,12445.789474,0,39,11,0,12.445789474
21,1994,6.9000001,0,0,39312.753036,39312.753036,51,10,1,0
21,1994,6.9000001,0,1,13418.319838,0,43,7,0,13.418319838
21,1994,6.9000001,5,1,1.0829959514,0,29,0,0,.0010829959514
21,1994,6.9000001,0,1,11120.202429,4656.8825911,43,11,1,6.4633198381
21,1994,6.9000001,2,1,3716.8421053,0,33,11,0,3.7168421053
21,1994,6.9000001,0,1,5718.2186235,0,44,3,0,5.7182186235
21,1994,6.9000001,1,1,26316.801619,26316.801619,24,11,1,0
21,1994,6.9000001,2,1,2209.3117409,0,36,7,0,2.2093117409
21,1994,6.9000001,2,1,16613.157895,16613.157895,39,10,1,0
21,1994,6.9000001,1,1,15161.94332,15161.94332,31,11,1,0
21,1994,6.9000001,0,1,16851.417004,16851.417004,21,10,1,0
21,1994,6.9000001,2,1,27074.898785,0,20,9,0,27.074898785
21,1994,6.9000001,0,1,16374.898785,0,47,10,0,16.374898785
21,1994,6.9000001,1,1,11036.811741,0,47,3,0,11.036811741
21,1994,6.9000001,0,1,5518.9473684,0,24,11,0,5.5189473684
21,1994,6.9000001,4,1,6270.5465587,0,34,7,0,6.2705465587
21,1994,6.9000001,2,1,16894.736842,12671.052632,47,7,0,4.223684210499999
21,1994,6.9000001,1,1,11036.811741,0,20,11,0,11.036811741
21,1994,6.9000001,0,1,5414.9797571,5414.9797571,21,3,0,0
21,1994,6.9000001,3,1,864.23076923,0,23,9,0,.86423076923
21,1994,6.9000001,0,0,59997.975709,20035.425101,51,11,1,39.962550607
21,1994,6.9000001,0,1,12077.57085,0,54,7,0,12.07757085
21,1994,6.9000001,0,1,10864.615385,0,48,9,0,10.864615385
21,1994,6.9000001,0,1,3171.0121457,0,43,7,0,3.1710121457
21,1994,6.9000001,0,1,7039.4736842,7039.4736842,40,7,1,0
21,1994,6.9000001,0,0,23836.740891,0,21,11,0,23.836740891
21,1994,6.9000001,0,1,5458.2995951,0,45,11,0,5.458299595100001
21,1994,6.9000001,0,0,5956.4777328,0,25,11,0,5.9564777328
21,1994,6.9000001,0,1,12352.651822,12248.684211,48,11,1,.10396761134
21,1994,6.9000001,0,0,97194.55465599999,0,43,9,0,97.19455465599999
21,1994,6.9000001,1,1,12476.11336,0,20,11,0,12.47611336
21,1994,6.9000001,0,1,9487.0445344,0,53,11,0,9.487044534400001
21,1994,6.9000001,0,1,40070.850202,40070.850202,52,11,1,0
21,1994,6.9000001,1,1,24943.562753,24908.906883,45,11,1,.034655870445
21,1994,6.9000001,0,1,14050.789474,8165.7894737,44,11,1,5.885
21,1994,6.9000001,0,1,32583.016194,32489.878543,39,7,1,.093137651822
21,1994,6.9000001,4,1,8109.4736842,0,24,11,0,8.109473684200001
21,1994,6.9000001,2,1,0,0,31,7,0,0
21,1994,6.9000001,5,1,7461.8421053,0,32,9,0,7.461842105300001
21,1994,6.9000001,0,0,3908.5323887,2165.9919028,40,7,1,1.7425404858
21,1994,6.9000001,2,1,283.74493927,0,20,10,0,.28374493927
21,1994,6.9000001,0,1,19493.927126,19493.927126,34,3,1,0
21,1994,6.9000001,0,0,3248.9878543,3248.9878543,52,7,1,0
21,1994,6.9000001,1,1,2393.4210526,0,20,9,0,2.3934210526
21,1994,6.9000001,0,0,34710.020243,34655.870445,48,10,1,.054149797571
21,1994,6.9000001,4,1,857.73279352,0,36,7,0,.85773279352
21,1994,6.9000001,0,0,649.7975708500001,649.7975708500001,28,0,1,0
21,1994,6.9000001,0,1,0,0,50,10,0,0
21,1994,6.9000001,0,1,6875.9412955,0,46,10,0,6.8759412955
21,1994,6.9000001,1,1,17411.325911,11263.157895,47,11,0,6.148168016200001
21,1994,6.9000001,0,0,32100,32100,26,9,1,0
21,1994,6.9000001,0,1,6497.9757085,6497.9757085,36,0,1,0
21,1994,6.9000001,0,1,7069.7975709,0,46,7,0,7.0697975709
21,1994,6.9000001,0,1,4955.7894737,0,43,9,0,4.955789473699999
21,1994,6.9000001,0,1,2274.291498,0,32,7,0,2.274291498
21,1994,6.9000001,3,1,6290.0404858,0,28,9,0,6.290040485800001
21,1994,6.9000001,3,1,15114.291498,10539.716599,36,11,1,4.5745748988
21,1994,6.9000001,2,1,6335.5263158,0,30,9,0,6.3355263158
21,1994,6.9000001,1,1,10398.927126,5414.9797571,51,3,1,4.983947368400001
21,1994,6.9000001,0,1,5458.2995951,0,51,7,0,5.458299595100001
21,1994,6.9000001,2,1,5293.6842105,0,25,10,0,5.293684210499999
21,1994,6.9000001,1,0,16535.182186,13862.348178,45,10,1,2.6728340081
21,1994,6.9000001,2,1,7485.6680162,0,31,11,0,7.4856680162
21,1994,6.9000001,0,0,7884.2105263,0,51,3,0,7.8842105263
21,1994,6.9000001,0,1,0,0,22,7,0,0
21,1994,6.9000001,3,1,38182.105263,20143.724696,50,3,0,18.038380567
21,1994,6.9000001,0,1,12581.163968,0,21,0,0,12.581163968
21,1994,6.9000001,1,0,23999.190283,21400,24,11,1,2.5991902834
21,1994,6.9000001,0,0,0,0,20,11,0,0
21,1994,6.9000001,1,0,29257.135628,12762.024291,50,9,1,16.495111336
21,1994,6.9000001,1,1,6875.9412955,0,45,3,0,6.8759412955
21,1994,6.9000001,2,1,3248.9878543,0,33,11,0,3.2489878543
21,1994,6.9000001,0,1,16244.939271,16244.939271,48,11,1,0
21,1994,6.9000001,3,0,3984.3421053,0,25,10,0,3.9843421053
21,1994,6.9000001,0,1,112182.13563,109924.08907,31,11,1,2.2580465587
21,1994,6.9000001,4,1,649.7975708500001,649.7975708500001,42,10,1,0
21,1994,6.9000001,0,1,7993.5931174,0,52,11,0,7.9935931174
21,1994,6.9000001,3,1,8525.3441296,0,23,11,0,8.525344129600001
21,1994,6.9000001,1,1,12995.951417,0,40,7,0,12.995951417
21,1994,6.9000001,0,1,1195.6275304,0,53,10,0,1.1956275304
22,1994,6.8000002,0,1,4509.5951417,270.74898785,38,10,0,4.2388461538
22,1994,6.8000002,1,1,5956.4777328,5956.4777328,29,10,1,0
22,1994,6.8000002,3,1,6439.4939271,0,41,11,0,6.4394939271
22,1994,6.8000002,0,1,11917.287449,0,42,11,0,11.917287449
22,1994,6.8000002,0,0,59882.095142,0,20,11,0,59.882095142
22,1994,6.8000002,0,1,38121.45749,38121.45749,51,7,1,0
22,1994,6.8000002,0,1,0,0,21,11,0,0
22,1994,6.8000002,0,1,22084.453441,22084.453441,20,11,1,0
22,1994,6.8000002,2,0,6497.9757085,6497.9757085,41,11,1,0
22,1994,6.8000002,1,1,27136.629555,0,54,7,0,27.136629555
22,1994,6.8000002,1,1,11375.789474,10829.959514,23,9,1,.54582995951
22,1994,6.8000002,3,1,5913.1578947,0,31,11,0,5.913157894699999
22,1994,6.8000002,2,1,15161.94332,15161.94332,25,11,1,0
22,1994,6.8000002,2,1,5510.2834008,0,43,9,0,5.5102834008
22,1994,6.8000002,3,1,59354.676113,59348.178138,41,3,1,.0064979757085
22,1994,6.8000002,0,1,21528.876518,21400,45,10,1,.12887651822
22,1994,6.8000002,0,1,1624.4939271,0,32,10,0,1.6244939271
22,1994,6.8000002,1,1,7823.562753,6394.0080972,49,7,1,1.4295546559
22,1994,6.8000002,1,1,34092.712551,33659.51417,28,11,1,.43319838057
22,1994,6.8000002,1,1,465.68825911,0,25,10,0,.46568825911
22,1994,6.8000002,0,1,75273.63360299999,71542.712551,39,9,1,3.7309210526
22,1994,6.8000002,0,0,19493.927126,19493.927126,37,7,1,0
22,1994,6.8000002,1,0,139636.083,90105.263158,41,11,1,49.53081983800001
22,1994,6.8000002,0,1,8447.3684211,0,51,9,0,8.4473684211
22,1994,6.8000002,0,1,16695.465587,16695.465587,49,9,1,0
22,1994,6.8000002,0,1,20429.635628,16244.939271,49,11,1,4.1846963563
22,1994,6.8000002,2,1,5510.2834008,0,30,3,0,5.5102834008
22,1994,6.8000002,3,0,6160.0809717,0,33,11,0,6.1600809717
22,1994,6.8000002,1,1,11912.955466,11912.955466,41,7,1,0
22,1994,6.8000002,0,0,8851.325910899999,0,52,7,0,8.8513259109
22,1994,6.8000002,0,0,10044.787449,10044.787449,25,11,1,0
22,1994,6.8000002,3,1,6666.9230769,0,31,11,0,6.6669230769
22,1994,6.8000002,2,0,63355.263158,62813.765182,50,7,0,.54149797571
22,1994,6.8000002,4,1,7589.6356275,0,28,11,0,7.5896356275
22,1994,6.8000002,0,1,54202.864372,54149.797571,32,7,0,.053066801619
22,1994,6.8000002,2,1,41151.680162,41151.680162,26,7,1,0
22,1994,6.8000002,2,1,7147.7732794,0,29,9,0,7.1477732794
22,1994,6.8000002,0,1,48193.319838,48193.319838,36,10,1,0
22,1994,6.8000002,0,1,23869.230769,23869.230769,49,11,1,0
22,1994,6.8000002,1,1,4786.8421053,0,33,11,0,4.7868421053
22,1994,6.8000002,1,1,2393.4210526,0,20,9,0,2.3934210526
22,1994,6.8000002,0,1,56653.684211,18053.54251,43,10,0,38.6001417
22,1994,6.8000002,3,1,41153.846154,41153.846154,35,9,1,0
22,1994,6.8000002,3,1,8083.4817814,0,28,10,0,8.0834817814
22,1994,6.8000002,0,1,2707.4898785,2707.4898785,32,11,1,0
22,1994,6.8000002,3,1,59354.676113,59348.178138,24,7,1,.0064979757085
22,1994,6.8000002,4,1,12008.259109,0,25,9,0,12.008259109
22,1994,6.8000002,1,1,9012.692307699999,5414.9797571,21,11,1,3.5977125506
22,1994,6.8000002,0,1,20187.044534,20187.044534,43,11,1,0
22,1994,6.8000002,2,1,20513.026316,15768.421053,52,9,0,4.7446052632
22,1994,6.8000002,0,0,43978.299595,19493.927126,39,10,1,24.48437247
22,1994,6.8000002,3,1,5705.2226721,0,38,3,0,5.7052226721
22,1994,6.8000002,2,1,5510.2834008,0,24,7,0,5.5102834008
22,1994,6.8000002,0,1,9987.388664,2228.805668,45,11,1,7.758582996
22,1994,6.8000002,4,1,19039.068826,0,54,7,0,19.039068826
22,1994,6.8000002,2,0,6429.7469636,187.3582996,26,11,1,6.242388664
22,1994,6.8000002,2,1,8230.769230800001,6497.9757085,41,3,0,1.7327935223
22,1994,6.8000002,0,0,54.149797571,0,47,9,0,.054149797571
22,1994,6.8000002,0,1,59728.309717,59728.309717,24,11,0,0
22,1994,6.8000002,3,1,5640.242915,0,36,10,0,5.640242915
22,1994,6.8000002,1,1,3755.8299595,0,31,11,0,3.7558299595
22,1994,6.8000002,2,1,6147.0850202,0,39,7,0,6.1470850202
22,1994,6.8000002,3,0,16463.704453,8663.9676113,26,9,1,7.7997368421
22,1994,6.8000002,0,1,25937.753036,25558.704453,46,7,1,.379048583
22,1994,6.8000002,2,1,82221.05263200001,80141.700405,42,10,0,2.0793522267
22,1994,6.8000002,0,1,19037.98583,18952.42915,44,7,1,.085556680162
22,1994,6.8000002,3,1,5510.2834008,0,42,7,0,5.5102834008
22,1994,6.8000002,0,0,32489.878543,32489.878543,52,9,1,0
22,1994,6.8000002,2,1,2056.6093117,633.55263158,32,10,1,1.4230566802
22,1994,6.8000002,4,1,6471.9838057,0,37,10,0,6.4719838057
22,1994,6.8000002,0,1,0,0,46,11,0,0
22,1994,6.8000002,0,0,13515.789474,13515.789474,32,10,1,0
22,1994,6.8000002,0,1,23825.910931,23825.910931,42,7,1,0
22,1994,6.8000002,1,0,63917.338057,45919.02834,51,7,0,17.998309717
22,1994,6.8000002,2,1,41151.680162,41151.680162,25,7,1,0
22,1994,6.8000002,2,1,3833.805668,0,25,11,0,3.833805668
22,1994,6.8000002,0,1,25253.299595,10375.101215,21,10,0,14.878198381
22,1994,6.8000002,0,1,15034.149798,14980,46,11,1,.054149797571
22,1994,6.8000002,0,0,11964.939271,11263.157895,48,11,0,.7017813765199999
22,1994,6.8000002,2,1,31711.204453,1429.5546559,44,9,1,30.281649798
22,1994,6.8000002,2,1,5835.1821862,0,30,11,0,5.8351821862
22,1994,6.8000002,0,1,25253.299595,10375.101215,29,11,1,14.878198381
22,1994,6.8000002,0,1,25991.902834,25991.902834,52,7,1,0
22,1994,6.8000002,0,1,8177.7024291,0,24,11,0,8.1777024291
22,1994,6.8000002,3,1,16085.738866,7586.3866397,43,11,0,8.499352226700001
22,1994,6.8000002,0,0,40691.406883,21659.919028,37,10,0,19.031487854
22,1994,6.8000002,3,1,4184.6963563,0,27,9,0,4.1846963563
22,1994,6.8000002,1,1,4184.6963563,0,28,11,0,4.1846963563
22,1994,6.8000002,2,0,5591.5080972,974.69635628,25,11,1,4.616811740899999
22,1994,6.8000002,5,1,15400.202429,15400.202429,30,11,1,0
22,1994,6.8000002,0,1,22084.453441,22084.453441,42,7,1,0
22,1994,6.8000002,3,1,14457.995951,1462.0445344,36,7,1,12.995951417
22,1994,6.8000002,1,1,4184.6963563,0,22,9,0,4.1846963563
22,1994,6.8000002,0,0,8331.4878543,0,53,7,0,8.331487854299999
22,1994,6.8000002,0,1,20127.479757,20127.479757,54,10,1,0
23,1994,6.1999998,0,0,6497.9757085,6497.9757085,24,9,1,0
23,1994,6.1999998,2,0,5471.2955466,0,41,11,0,5.4712955466
23,1994,6.1999998,0,0,41892.449393,37012.469636,44,11,1,4.8799797571
23,1994,6.1999998,1,1,30648.785425,23609.311741,39,11,1,7.0394736842
23,1994,6.1999998,0,0,17487.135628,17327.935223,40,10,1,.15920040486
23,1994,6.1999998,3,1,4895.1417004,0,20,9,0,4.895141700400001
23,1994,6.1999998,0,1,0,0,20,11,0,0
23,1994,6.1999998,1,0,4106.7206478,0,25,11,0,4.1067206478
23,1994,6.1999998,2,1,11122.368421,519.83805668,34,11,1,10.602530364
23,1994,6.1999998,0,0,11912.955466,11912.955466,37,11,1,0
23,1994,6.1999998,3,1,5835.1821862,0,37,11,0,5.8351821862
23,1994,6.1999998,0,1,0,0,50,9,0,0
23,1994,6.1999998,1,1,13866.680162,0,38,7,0,13.866680162
23,1994,6.1999998,0,0,32489.878543,32489.878543,37,11,1,0
23,1994,6.1999998,0,0,6225.0607287,0,35,9,0,6.2250607287
23,1994,6.1999998,0,0,19102.965587,13537.449393,54,9,0,5.565516194300001
23,1994,6.1999998,0,0,0,0,31,10,0,0
23,1994,6.1999998,1,1,8304.4129555,6238.0566802,22,7,1,2.0663562753
23,1994,6.1999998,0,1,8708.370445299999,0,52,9,0,8.7083704453
23,1994,6.1999998,0,1,2872.1052632,0,45,9,0,2.8721052632
23,1994,6.1999998,3,1,2651.1740891,0,33,9,0,2.6511740891
23,1994,6.1999998,0,1,0,0,30,11,0,0
23,1994,6.1999998,1,1,3857.6315789,1232.4493927,36,10,1,2.6251821862
23,1994,6.1999998,0,1,15595.1417,14295.546559,51,10,1,1.2995951417
23,1994,6.1999998,4,0,7028.6437247,0,33,0,0,7.0286437247
23,1994,6.1999998,4,1,8941.214574899999,0,30,10,0,8.9412145749
23,1994,6.1999998,0,1,342.22672065,0,51,10,0,.34222672065
23,1994,6.1999998,1,1,684.4534413,0,38,11,0,.6844534413
23,1994,6.1999998,3,1,6983.1578947,0,25,11,0,6.9831578947
23,1994,6.1999998,2,1,42117.712551,23825.910931,45,11,1,18.291801619
23,1994,6.1999998,1,0,15218.259109,5414.9797571,34,11,1,9.803279352199999
23,1994,6.1999998,1,0,4557.2469636,108.29959514,42,10,0,4.448947368400001
23,1994,6.1999998,0,0,24545.020243,24545.020243,43,11,1,0
23,1994,6.1999998,0,1,25199.149798,23132.793522,49,7,1,2.0663562753
23,1994,6.1999998,2,1,1841.0931174,1841.0931174,22,10,1,0
23,1994,6.1999998,0,0,23825.910931,10829.959514,36,10,0,12.995951417
23,1994,6.1999998,5,1,9432.894736800001,0,32,11,0,9.432894736800002
23,1994,6.1999998,0,1,18693.593117,18234.402834,53,9,1,.4591902834
23,1994,6.1999998,0,0,29407.672065,28764.37247,51,11,1,.6432995951399999
23,1994,6.1999998,1,1,48843.117409,43211.538462,30,3,1,5.6315789474
23,1994,6.1999998,0,0,11955.192308,11826.315789,44,9,1,.12887651822
23,1994,6.1999998,0,0,4395.8805668,4331.9838057,23,10,1,.063896761134
23,1994,6.1999998,0,0,57615.384615,57615.384615,26,11,1,0
23,1994,6.1999998,0,1,11321.639676,0,47,10,0,11.321639676
23,1994,6.1999998,1,0,18567.965587,563.15789474,49,11,0,18.004807692
23,1994,6.1999998,1,1,14078.947368,10829.959514,49,7,0,3.2489878543
23,1994,6.1999998,2,0,0,0,37,10,0,0
23,1994,6.1999998,1,0,4106.7206478,0,44,11,0,4.1067206478
23,1994,6.1999998,2,1,8083.4817814,0,25,10,0,8.0834817814
23,1994,6.1999998,0,0,16731.204453,16723.623482,44,10,1,.0075809716599
23,1994,6.1999998,3,0,9097.165991899999,0,37,11,0,9.097165991899999
23,1994,6.1999998,2,0,8893.562753,823.07692308,32,11,1,8.070485829999999
23,1994,6.1999998,0,0,12995.951417,12995.951417,42,11,1,0
23,1994,6.1999998,1,0,11027.064777,0,53,7,0,11.027064777
23,1994,6.1999998,1,0,3625.8704453,0,22,11,0,3.6258704453
23,1994,6.1999998,2,1,6445.9919028,0,36,10,0,6.4459919028
23,1994,6.1999998,1,1,974.69635628,0,22,11,0,.9746963562800001
23,1994,6.1999998,0,0,14958.340081,0,20,10,0,14.958340081
23,1994,6.1999998,0,0,13836.356275,2165.9919028,31,11,1,11.670364372
23,1994,6.1999998,0,1,5952.145749,0,54,11,0,5.952145749
23,1994,6.1999998,1,1,34378.623482,23825.910931,38,11,1,10.552712551
31,1994,5.5,2,0,4043.9068826,0,33,9,0,4.0439068826
31,1994,5.5,1,0,11036.811741,0,35,11,0,11.036811741
31,1994,5.5,1,0,21659.919028,17327.935223,34,11,1,4.331983805699999
31,1994,5.5,1,1,11410.445344,0,45,10,0,11.410445344
31,1994,5.5,0,0,0,0,40,11,0,0
31,1994,5.5,1,0,6611.6902834,5653.2388664,20,10,1,.958451417
31,1994,5.5,1,0,6887.854251,0,48,7,0,6.887854250999999
31,1994,5.5,2,0,9892.0850202,4756.5182186,34,9,1,5.1355668016
31,1994,5.5,2,0,4431.6194332,0,21,10,0,4.4316194332
31,1994,5.5,2,0,10864.615385,10829.959514,38,11,1,.034655870445
31,1994,5.5,2,0,5874.1700405,0,20,11,0,5.8741700405
31,1994,5.5,2,0,8663.9676113,8663.9676113,36,11,1,0
31,1994,5.5,1,1,3625.8704453,0,36,11,0,3.6258704453
31,1994,5.5,1,0,19034.736842,1646.1538462,41,9,1,17.388582996
31,1994,5.5,0,0,6356.1032389,0,40,10,0,6.3561032389
31,1994,5.5,2,1,13081.508097,12995.951417,36,11,1,.085556680162
31,1994,5.5,0,0,5547.1052632,1705.7186235,54,3,1,3.8413866397
31,1994,5.5,4,1,4106.7206478,0,24,11,0,4.1067206478
31,1994,5.5,0,0,19632.550607,10055.617409,23,10,1,9.576933198400001
31,1994,5.5,3,1,4548.582996,0,37,11,0,4.548582996
31,1994,5.5,0,0,39312.753036,39312.753036,21,7,1,0
31,1994,5.5,0,0,121559.79757,76738.927126,44,11,1,44.820870445
31,1994,5.5,0,1,7919.9493927,707.19635628,52,10,0,7.212753036400001
31,1994,5.5,0,1,19493.927126,19493.927126,43,10,1,0
31,1994,5.5,0,0,27059.736842,0,45,7,0,27.059736842
31,1994,5.5,1,0,7238.7449393,0,52,7,0,7.2387449393
31,1994,5.5,0,1,0,0,36,11,0,0
31,1994,5.5,3,1,11113.704453,1082.9959514,29,11,1,10.030708502
31,1994,5.5,5,1,5588.2591093,0,31,11,0,5.5882591093
31,1994,5.5,5,1,7823.562753,129.95951417,27,11,1,7.6936032389
31,1994,5.5,2,0,74024.939271,48734.817814,45,10,0,25.290121457
31,1994,5.5,0,1,4106.7206478,0,43,11,0,4.1067206478
31,1994,5.5,1,0,2165.9919028,2165.9919028,32,11,1,0
31,1994,5.5,0,1,21659.919028,21659.919028,51,10,1,0
31,1994,5.5,0,1,12333.157895,0,35,7,0,12.333157895
31,1994,5.5,2,0,4431.6194332,0,53,9,0,4.4316194332
31,1994,5.5,2,1,12995.951417,12995.951417,32,10,1,0
31,1994,5.5,0,0,22651.94332,16244.939271,31,0,1,6.4070040486
31,1994,5.5,3,0,3191.5890688,0,26,10,0,3.1915890688
31,1994,5.5,0,1,5360.8299595,5360.8299595,26,11,1,0
31,1994,5.5,3,0,10680.506073,4873.4817814,36,11,1,5.8070242915
31,1994,5.5,0,0,4331.9838057,4331.9838057,44,11,0,0
31,1994,5.5,3,1,5999.7975709,541.49797571,22,11,1,5.458299595100001
31,1994,5.5,0,0,26004.898785,25991.902834,38,10,1,.012995951417
31,1994,5.5,0,1,30302.226721,29240.890688,42,11,1,1.0613360324
31,1994,5.5,0,0,3097.3684211,0,32,10,0,3.0973684211
31,1994,5.5,1,0,860.98178138,0,20,10,0,.86098178138
31,1994,5.5,0,0,12995.951417,12995.951417,28,11,1,0
31,1994,5.5,0,1,1624.4939271,0,28,11,0,1.6244939271
